,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
0,470307,Sub Center Sokhada,Sub Center Sokhada,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': '2d7a8ff8-40c5-4dff-bd91-70bbd1b63a67', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
1,469705,Sub Center Devda,Sub Center Devda,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': 'ab706a8a-60c4-488a-844e-7f378055c17c', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
2,469719,Sub Center Kukarwada 2,Chc Kukarwada (Sub Center Kukarwada 2),Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': '8340e7a3-e931-4bc9-b238-7caa21417608', 'date': '09-05-2021', 'available_capacity': 47, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
3,469706,Sub Center Dagavadiya,Sub Center Dagavadiya,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': '815da867-fc78-421d-81a2-227b2d43abf3', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
4,469718,Kukarwada SC 1,Sub Center Kukarwada 1,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': 'b799c2e5-8d9a-45dd-ab8a-87da64a74b17', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
5,469707,Sub Center Ubkhal,Sub Centerubkhal,Gujarat,Mehsana,Vijapur,382830,0,0,09:00:00,18:00:00,Free,"[{'session_id': '39ffdd38-1469-4432-9795-a4679feb848b', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
6,558164,Kukarwada CHC,Kukarwada Ta Vijapur Dist Mehsana,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': 'ee080dff-3957-451d-a8e5-6f444b8fa9c1', 'date': '11-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:30:55.937943
0,470307,Sub Center Sokhada,Sub Center Sokhada,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': '2d7a8ff8-40c5-4dff-bd91-70bbd1b63a67', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:33:03.379687
1,469705,Sub Center Devda,Sub Center Devda,Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': 'ab706a8a-60c4-488a-844e-7f378055c17c', 'date': '09-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:33:03.379687
2,469719,Sub Center Kukarwada 2,Chc Kukarwada (Sub Center Kukarwada 2),Gujarat,Mehsana,Vijapur,382830,23,72,09:00:00,18:00:00,Free,"[{'session_id': '8340e7a3-e931-4bc9-b238-7caa21417608', 'date': '09-05-2021', 'available_capacity': 47, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-09 03:33:03.379687
