,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
0,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:09:30.911019
0,682838,Tilaknagar UPHC 2,Tilaknagar Road,Telangana,Hyderabad,Amberpet,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '76a4eb02-51e7-437d-9753-a414ccda29ee', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:16:51.728301
1,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:16:51.728301
2,687505,Ramanthapur Homeopathic HSPTL,Ramanthapur,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': 'e10b0540-99c1-480c-9496-cd86f2c64926', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:16:51.728301
0,682838,Tilaknagar UPHC 2,Tilaknagar Road,Telangana,Hyderabad,Amberpet,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '76a4eb02-51e7-437d-9753-a414ccda29ee', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:24:05.847373
1,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:24:05.847373
2,687505,Ramanthapur Homeopathic HSPTL,Ramanthapur,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': 'e10b0540-99c1-480c-9496-cd86f2c64926', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:24:05.847373
0,682838,Tilaknagar UPHC 2,Tilaknagar Road,Telangana,Hyderabad,Amberpet,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '76a4eb02-51e7-437d-9753-a414ccda29ee', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:31:25.004706
1,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:31:25.004706
2,687505,Ramanthapur Homeopathic HSPTL,Ramanthapur,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': 'e10b0540-99c1-480c-9496-cd86f2c64926', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:31:25.004706
0,682838,Tilaknagar UPHC 2,Tilaknagar Road,Telangana,Hyderabad,Amberpet,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '76a4eb02-51e7-437d-9753-a414ccda29ee', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:38:37.398253
1,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:38:37.398253
2,687505,Ramanthapur Homeopathic HSPTL,Ramanthapur,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': 'e10b0540-99c1-480c-9496-cd86f2c64926', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:38:37.398253
0,682838,Tilaknagar UPHC 2,Tilaknagar Road,Telangana,Hyderabad,Amberpet,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '76a4eb02-51e7-437d-9753-a414ccda29ee', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:45:50.917483
1,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:45:50.917483
2,687505,Ramanthapur Homeopathic HSPTL,Ramanthapur,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': 'e10b0540-99c1-480c-9496-cd86f2c64926', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:45:50.917483
0,682838,Tilaknagar UPHC 2,Tilaknagar Road,Telangana,Hyderabad,Amberpet,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '76a4eb02-51e7-437d-9753-a414ccda29ee', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:53:01.692799
1,563192,Venkatreddy Nagar UHC CVC 1,Venkatreddy Nagar,Telangana,Medchal,Narapally,500013,17,78,10:00:00,16:00:00,Free,"[{'session_id': '6963485d-56b1-4f70-b4f3-9ccaebb5f8f0', 'date': '10-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['10:00AM-11:00AM', '11:00AM-12:00PM', '12:00PM-01:00PM', '01:00PM-04:00PM']}]",2021-05-09 16:53:01.692799
