,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,timestamp
0,421244,Gam Vistar Vasna,Vasna(Bo.) Ta Borsad Dist Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'bf676e37-9a72-4fed-baa7-c0f1ed8bbcca', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}, {'session_id': '7bf3ba79-ae00-4214-a5e1-adba5a86ef21', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 03:49:57.226411
1,421093,Borsad CHC,CHC Borsad,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'b0cdbaf4-ee17-407e-bb3f-1b49e5e19ba9', 'date': '10-05-2021', 'available_capacity': 16, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 03:49:57.226411
2,604640,BORSAD UHC,Near Tarang Petrol Pump Borsad District Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': '3f41cfb6-6da3-4b99-9ef2-cb231a4f8c2a', 'date': '10-05-2021', 'available_capacity': 48, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 03:49:57.226411
0,421244,Gam Vistar Vasna,Vasna(Bo.) Ta Borsad Dist Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'bf676e37-9a72-4fed-baa7-c0f1ed8bbcca', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}, {'session_id': '7bf3ba79-ae00-4214-a5e1-adba5a86ef21', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 03:59:38.858576
1,421093,Borsad CHC,CHC Borsad,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'b0cdbaf4-ee17-407e-bb3f-1b49e5e19ba9', 'date': '10-05-2021', 'available_capacity': 16, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 03:59:38.858576
2,604640,BORSAD UHC,Near Tarang Petrol Pump Borsad District Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': '3f41cfb6-6da3-4b99-9ef2-cb231a4f8c2a', 'date': '10-05-2021', 'available_capacity': 48, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 03:59:38.858576
0,421244,Gam Vistar Vasna,Vasna(Bo.) Ta Borsad Dist Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'bf676e37-9a72-4fed-baa7-c0f1ed8bbcca', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}, {'session_id': '7bf3ba79-ae00-4214-a5e1-adba5a86ef21', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 04:06:59.793033
1,421093,Borsad CHC,CHC Borsad,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'b0cdbaf4-ee17-407e-bb3f-1b49e5e19ba9', 'date': '10-05-2021', 'available_capacity': 16, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 04:06:59.793033
2,604640,BORSAD UHC,Near Tarang Petrol Pump Borsad District Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': '3f41cfb6-6da3-4b99-9ef2-cb231a4f8c2a', 'date': '10-05-2021', 'available_capacity': 48, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 04:06:59.793033
0,421244,Gam Vistar Vasna,Vasna(Bo.) Ta Borsad Dist Anand,Gujarat,Anand,Borsad,388540,22,72,09:00:00,18:00:00,Free,"[{'session_id': 'bf676e37-9a72-4fed-baa7-c0f1ed8bbcca', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}, {'session_id': '7bf3ba79-ae00-4214-a5e1-adba5a86ef21', 'date': '10-05-2021', 'available_capacity': 50, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']}]",2021-05-10 04:14:16.450321
